source_recording_script	recording_id	item_id	task	pv	condition	item_type	text_to_record	audio_file_name	audio_path	voice_label	voice_id_env	voice_id	model_id	output_format	stability	similarity_boost	style	speed	use_speaker_boost	seed	generated_at_utc	status	error
materials/audio_recording_script_audio_decision_v2.tsv	rec_audio_decision_audio_v2_001	audio_v2_001	audio_pv_decision			real	break off	rec_audio_decision_audio_v2_001.mp3	audio/raw/elevenlabs/female/audio_decision_v2/rec_audio_decision_audio_v2_001.mp3	female	ELEVENLABS_FEMALE_VOICE_ID	hpp4J3VqNfWAUOO0d1Us	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260701	2026-07-02T17:22:38.978201+00:00	generated	
materials/audio_recording_script_audio_decision_v2.tsv	rec_audio_decision_audio_v2_002	audio_v2_002	audio_pv_decision			real	hand over	rec_audio_decision_audio_v2_002.mp3	audio/raw/elevenlabs/female/audio_decision_v2/rec_audio_decision_audio_v2_002.mp3	female	ELEVENLABS_FEMALE_VOICE_ID	hpp4J3VqNfWAUOO0d1Us	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260702	2026-07-02T17:22:38.978201+00:00	generated	
materials/audio_recording_script_audio_decision_v2.tsv	rec_audio_decision_audio_v2_003	audio_v2_003	audio_pv_decision			real	give out	rec_audio_decision_audio_v2_003.mp3	audio/raw/elevenlabs/female/audio_decision_v2/rec_audio_decision_audio_v2_003.mp3	female	ELEVENLABS_FEMALE_VOICE_ID	hpp4J3VqNfWAUOO0d1Us	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260703	2026-07-02T17:22:38.978201+00:00	generated	
materials/audio_recording_script_audio_decision_v2.tsv	rec_audio_decision_audio_v2_004	audio_v2_004	audio_pv_decision			real	put in	rec_audio_decision_audio_v2_004.mp3	audio/raw/elevenlabs/female/audio_decision_v2/rec_audio_decision_audio_v2_004.mp3	female	ELEVENLABS_FEMALE_VOICE_ID	hpp4J3VqNfWAUOO0d1Us	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260704	2026-07-02T17:22:38.978201+00:00	generated	
materials/audio_recording_script_audio_decision_v2.tsv	rec_audio_decision_audio_v2_005	audio_v2_005	audio_pv_decision			real	take in	rec_audio_decision_audio_v2_005.mp3	audio/raw/elevenlabs/female/audio_decision_v2/rec_audio_decision_audio_v2_005.mp3	female	ELEVENLABS_FEMALE_VOICE_ID	hpp4J3VqNfWAUOO0d1Us	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260705	2026-07-02T17:22:38.978201+00:00	generated	
materials/audio_recording_script_audio_decision_v2.tsv	rec_audio_decision_audio_v2_006	audio_v2_006	audio_pv_decision			real	sit back	rec_audio_decision_audio_v2_006.mp3	audio/raw/elevenlabs/female/audio_decision_v2/rec_audio_decision_audio_v2_006.mp3	female	ELEVENLABS_FEMALE_VOICE_ID	hpp4J3VqNfWAUOO0d1Us	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260706	2026-07-02T17:22:38.978201+00:00	generated	
materials/audio_recording_script_audio_decision_v2.tsv	rec_audio_decision_audio_v2_007	audio_v2_007	audio_pv_decision			real	hold back	rec_audio_decision_audio_v2_007.mp3	audio/raw/elevenlabs/female/audio_decision_v2/rec_audio_decision_audio_v2_007.mp3	female	ELEVENLABS_FEMALE_VOICE_ID	hpp4J3VqNfWAUOO0d1Us	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260707	2026-07-02T17:22:38.978201+00:00	generated	
materials/audio_recording_script_audio_decision_v2.tsv	rec_audio_decision_audio_v2_008	audio_v2_008	audio_pv_decision			real	move up	rec_audio_decision_audio_v2_008.mp3	audio/raw/elevenlabs/female/audio_decision_v2/rec_audio_decision_audio_v2_008.mp3	female	ELEVENLABS_FEMALE_VOICE_ID	hpp4J3VqNfWAUOO0d1Us	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260708	2026-07-02T17:22:38.978201+00:00	generated	
materials/audio_recording_script_audio_decision_v2.tsv	rec_audio_decision_audio_v2_009	audio_v2_009	audio_pv_decision			real	get on	rec_audio_decision_audio_v2_009.mp3	audio/raw/elevenlabs/female/audio_decision_v2/rec_audio_decision_audio_v2_009.mp3	female	ELEVENLABS_FEMALE_VOICE_ID	hpp4J3VqNfWAUOO0d1Us	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260709	2026-07-02T17:22:38.978201+00:00	generated	
materials/audio_recording_script_audio_decision_v2.tsv	rec_audio_decision_audio_v2_010	audio_v2_010	audio_pv_decision			real	come along	rec_audio_decision_audio_v2_010.mp3	audio/raw/elevenlabs/female/audio_decision_v2/rec_audio_decision_audio_v2_010.mp3	female	ELEVENLABS_FEMALE_VOICE_ID	hpp4J3VqNfWAUOO0d1Us	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260710	2026-07-02T17:22:38.978201+00:00	generated	
