source_recording_script	recording_id	item_id	task	pv	condition	item_type	text_to_record	audio_file_name	audio_path	voice_label	voice_id_env	voice_id	model_id	output_format	stability	similarity_boost	style	speed	use_speaker_boost	seed	generated_at_utc	status	error
materials/audio_recording_script_ljt_v5_production.tsv	rec_ljt_v5_ljt_001a	ljt_001a	aural_pv_ljt	break off	acceptable		The committee broke off the negotiations.	rec_ljt_v5_ljt_001a.mp3	audio/raw/elevenlabs/female/ljt_v5/rec_ljt_v5_ljt_001a.mp3	female	ELEVENLABS_FEMALE_VOICE_ID	hpp4J3VqNfWAUOO0d1Us	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260701	2026-07-03T01:52:40.179688+00:00	generated	
materials/audio_recording_script_ljt_v5_production.tsv	rec_ljt_v5_ljt_001b	ljt_001b	aural_pv_ljt	break off	unacceptable		The committee broke off the agenda.	rec_ljt_v5_ljt_001b.mp3	audio/raw/elevenlabs/female/ljt_v5/rec_ljt_v5_ljt_001b.mp3	female	ELEVENLABS_FEMALE_VOICE_ID	hpp4J3VqNfWAUOO0d1Us	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260702	2026-07-03T01:52:40.179688+00:00	generated	
materials/audio_recording_script_ljt_v5_production.tsv	rec_ljt_v5_ljt_002a	ljt_002a	aural_pv_ljt	hand over	acceptable		The officer handed over the documents.	rec_ljt_v5_ljt_002a.mp3	audio/raw/elevenlabs/female/ljt_v5/rec_ljt_v5_ljt_002a.mp3	female	ELEVENLABS_FEMALE_VOICE_ID	hpp4J3VqNfWAUOO0d1Us	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260703	2026-07-03T01:52:40.179688+00:00	generated	
materials/audio_recording_script_ljt_v5_production.tsv	rec_ljt_v5_ljt_002b	ljt_002b	aural_pv_ljt	hand over	unacceptable		The officer handed over the deadline.	rec_ljt_v5_ljt_002b.mp3	audio/raw/elevenlabs/female/ljt_v5/rec_ljt_v5_ljt_002b.mp3	female	ELEVENLABS_FEMALE_VOICE_ID	hpp4J3VqNfWAUOO0d1Us	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260704	2026-07-03T01:52:40.179688+00:00	generated	
materials/audio_recording_script_ljt_v5_production.tsv	rec_ljt_v5_ljt_003a	ljt_003a	aural_pv_ljt	give out	acceptable		The old engine gave out suddenly.	rec_ljt_v5_ljt_003a.mp3	audio/raw/elevenlabs/female/ljt_v5/rec_ljt_v5_ljt_003a.mp3	female	ELEVENLABS_FEMALE_VOICE_ID	hpp4J3VqNfWAUOO0d1Us	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260705	2026-07-03T01:52:40.179688+00:00	generated	
materials/audio_recording_script_ljt_v5_production.tsv	rec_ljt_v5_ljt_003b	ljt_003b	aural_pv_ljt	give out	unacceptable		The old answer gave out suddenly.	rec_ljt_v5_ljt_003b.mp3	audio/raw/elevenlabs/female/ljt_v5/rec_ljt_v5_ljt_003b.mp3	female	ELEVENLABS_FEMALE_VOICE_ID	hpp4J3VqNfWAUOO0d1Us	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260706	2026-07-03T01:52:40.179688+00:00	generated	
materials/audio_recording_script_ljt_v5_production.tsv	rec_ljt_v5_ljt_004a	ljt_004a	aural_pv_ljt	put in	acceptable		She put in steady effort yesterday.	rec_ljt_v5_ljt_004a.mp3	audio/raw/elevenlabs/female/ljt_v5/rec_ljt_v5_ljt_004a.mp3	female	ELEVENLABS_FEMALE_VOICE_ID	hpp4J3VqNfWAUOO0d1Us	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260707	2026-07-03T01:52:40.179688+00:00	generated	
materials/audio_recording_script_ljt_v5_production.tsv	rec_ljt_v5_ljt_004b	ljt_004b	aural_pv_ljt	put in	unacceptable		She put in steady evidence yesterday.	rec_ljt_v5_ljt_004b.mp3	audio/raw/elevenlabs/female/ljt_v5/rec_ljt_v5_ljt_004b.mp3	female	ELEVENLABS_FEMALE_VOICE_ID	hpp4J3VqNfWAUOO0d1Us	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260708	2026-07-03T01:52:40.179688+00:00	generated	
materials/audio_recording_script_ljt_v5_production.tsv	rec_ljt_v5_ljt_005a	ljt_005a	aural_pv_ljt	take in	acceptable		The lecture was hard to take in.	rec_ljt_v5_ljt_005a.mp3	audio/raw/elevenlabs/female/ljt_v5/rec_ljt_v5_ljt_005a.mp3	female	ELEVENLABS_FEMALE_VOICE_ID	hpp4J3VqNfWAUOO0d1Us	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260709	2026-07-03T01:52:40.179688+00:00	generated	
materials/audio_recording_script_ljt_v5_production.tsv	rec_ljt_v5_ljt_005b	ljt_005b	aural_pv_ljt	take in	unacceptable		The doorway was hard to take in.	rec_ljt_v5_ljt_005b.mp3	audio/raw/elevenlabs/female/ljt_v5/rec_ljt_v5_ljt_005b.mp3	female	ELEVENLABS_FEMALE_VOICE_ID	hpp4J3VqNfWAUOO0d1Us	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260710	2026-07-03T01:52:40.179688+00:00	generated	
materials/audio_recording_script_ljt_v5_production.tsv	rec_ljt_v5_ljt_006a	ljt_006a	aural_pv_ljt	sit back	acceptable		The mayor sat back during the crisis.	rec_ljt_v5_ljt_006a.mp3	audio/raw/elevenlabs/female/ljt_v5/rec_ljt_v5_ljt_006a.mp3	female	ELEVENLABS_FEMALE_VOICE_ID	hpp4J3VqNfWAUOO0d1Us	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260711	2026-07-03T01:52:40.179688+00:00	generated	
